,Domain 0,Domain 1,Domain 2,Domain 3,Domain 4
293,63.94230769230769,,,,
294,63.94230769230769,,,,
295,63.94230769230769,,,,
296,63.94230769230769,,,,
297,63.782051282051285,,,,
298,63.62179487179487,,,,
299,63.62179487179487,,,,
300,63.30128205128205,,,,
301,63.782051282051285,,,,
302,63.46153846153846,,,,
303,63.46153846153846,,,,
304,63.62179487179487,,,,
305,63.62179487179487,,,,
306,63.62179487179487,,,,
307,63.94230769230769,,,,
308,63.62179487179487,,,,
309,63.782051282051285,,,,
310,63.46153846153846,,,,
311,63.46153846153846,,,,
312,63.46153846153846,,,,
313,63.62179487179487,,,,
314,63.62179487179487,,,,
315,63.62179487179487,,,,
316,63.62179487179487,,,,
317,63.62179487179487,,,,
318,63.62179487179487,,,,
319,63.62179487179487,,,,
320,63.782051282051285,,,,
321,63.782051282051285,,,,
322,63.62179487179487,,,,
323,63.62179487179487,,,,
324,63.62179487179487,,,,
325,63.94230769230769,,,,
326,63.94230769230769,,,,
327,63.782051282051285,,,,
328,64.1025641025641,,,,
329,63.782051282051285,,,,
330,63.62179487179487,,,,
331,63.782051282051285,,,,
332,63.782051282051285,,,,
333,63.782051282051285,,,,
334,63.782051282051285,,,,
335,63.782051282051285,,,,
336,63.30128205128205,,,,
337,63.62179487179487,,,,
338,63.46153846153846,,,,
339,63.30128205128205,,,,
340,63.30128205128205,,,,
341,63.14102564102564,,,,
342,63.30128205128205,,,,
343,63.30128205128205,,,,
344,63.30128205128205,,,,
345,63.46153846153846,,,,
346,63.46153846153846,,,,
347,63.62179487179487,,,,
348,63.46153846153846,,,,
349,63.46153846153846,,,,
350,63.30128205128205,,,,
351,63.30128205128205,,,,
352,63.30128205128205,,,,
353,63.30128205128205,,,,
354,63.30128205128205,,,,
355,63.30128205128205,,,,
356,63.14102564102564,,,,
357,63.30128205128205,,,,
358,63.30128205128205,,,,
359,63.46153846153846,,,,
360,63.46153846153846,,,,
361,63.46153846153846,,,,
362,63.46153846153846,,,,
363,63.62179487179487,,,,
364,63.62179487179487,,,,
365,63.46153846153846,,,,
366,63.62179487179487,,,,
367,63.30128205128205,,,,
368,63.30128205128205,,,,
369,63.46153846153846,,,,
370,63.30128205128205,,,,
371,63.46153846153846,,,,
372,63.30128205128205,,,,
373,63.46153846153846,,,,
374,63.46153846153846,,,,
375,63.46153846153846,,,,
376,63.62179487179487,,,,
377,63.782051282051285,,,,
378,63.782051282051285,,,,
379,63.62179487179487,,,,
380,63.46153846153846,,,,
381,63.46153846153846,,,,
382,63.30128205128205,,,,
383,63.14102564102564,,,,
384,63.46153846153846,,,,
385,63.62179487179487,,,,
386,63.782051282051285,,,,
387,63.782051282051285,,,,
388,63.782051282051285,,,,
389,63.62179487179487,,,,
390,63.62179487179487,,,,
391,63.46153846153846,,,,
392,63.782051282051285,,,,
393,63.62179487179487,,,,
394,63.62179487179487,,,,
395,63.62179487179487,,,,
396,63.62179487179487,,,,
397,63.62179487179487,,,,
398,63.782051282051285,,,,
399,63.62179487179487,,,,
400,63.782051282051285,,,,
401,63.62179487179487,,,,
402,63.46153846153846,,,,
403,63.62179487179487,,,,
404,63.62179487179487,,,,
405,63.62179487179487,,,,
406,63.62179487179487,,,,
407,63.782051282051285,,,,
408,63.62179487179487,,,,
409,63.62179487179487,,,,
410,63.62179487179487,,,,
411,63.46153846153846,,,,
412,63.46153846153846,,,,
413,63.782051282051285,,,,
414,63.782051282051285,,,,
415,63.782051282051285,,,,
416,63.94230769230769,,,,
417,63.782051282051285,,,,
418,63.46153846153846,,,,
419,63.782051282051285,,,,
420,63.62179487179487,,,,
421,63.782051282051285,,,,
422,63.46153846153846,,,,
423,63.46153846153846,,,,
424,63.782051282051285,,,,
425,63.782051282051285,,,,
426,63.62179487179487,,,,
427,63.782051282051285,,,,
428,63.782051282051285,,,,
429,63.782051282051285,,,,
430,63.782051282051285,,,,
431,63.782051282051285,,,,
432,63.46153846153846,,,,
433,63.62179487179487,,,,
434,63.46153846153846,,,,
435,63.46153846153846,,,,
436,63.46153846153846,,,,
437,63.46153846153846,,,,
438,63.46153846153846,,,,
439,63.62179487179487,,,,
440,63.46153846153846,,,,
441,63.46153846153846,,,,
442,63.782051282051285,,,,
443,63.62179487179487,,,,
444,63.62179487179487,,,,
445,63.62179487179487,,,,
446,63.62179487179487,,,,
447,63.782051282051285,,,,
448,63.782051282051285,,,,
449,63.782051282051285,,,,
450,63.782051282051285,,,,
451,63.46153846153846,,,,
452,63.62179487179487,,,,
453,63.46153846153846,,,,
454,63.46153846153846,,,,
455,63.46153846153846,,,,
456,63.46153846153846,,,,
457,63.46153846153846,,,,
458,63.30128205128205,,,,
459,63.62179487179487,,,,
460,63.62179487179487,,,,
461,63.30128205128205,,,,
462,63.62179487179487,,,,
463,63.30128205128205,,,,
464,63.30128205128205,,,,
465,63.30128205128205,,,,
466,63.30128205128205,,,,
467,63.30128205128205,,,,
468,63.30128205128205,,,,
469,63.30128205128205,,,,
470,63.14102564102564,,,,
471,63.30128205128205,,,,
472,63.30128205128205,,,,
473,63.30128205128205,,,,
474,63.46153846153846,,,,
475,63.46153846153846,,,,
476,63.30128205128205,,,,
477,63.30128205128205,,,,
478,63.30128205128205,,,,
479,63.14102564102564,,,,
480,63.14102564102564,,,,
481,62.98076923076923,,,,
482,63.14102564102564,,,,
483,63.30128205128205,,,,
484,62.98076923076923,,,,
485,63.14102564102564,,,,
486,63.14102564102564,,,,
487,63.30128205128205,,,,
488,63.30128205128205,,,,
489,63.30128205128205,,,,
490,63.46153846153846,,,,
491,63.46153846153846,,,,
492,63.30128205128205,,,,
493,63.30128205128205,,,,
494,63.46153846153846,,,,
495,63.30128205128205,,,,
496,63.46153846153846,,,,
497,63.30128205128205,,,,
498,63.46153846153846,,,,
499,63.14102564102564,,,,
500,63.14102564102564,57.27002967359051,,,
501,63.30128205128205,57.27002967359051,,,
502,63.30128205128205,57.27002967359051,,,
503,63.30128205128205,57.56676557863501,,,
504,63.46153846153846,57.56676557863501,,,
505,63.46153846153846,57.27002967359051,,,
506,63.46153846153846,57.56676557863501,,,
507,63.14102564102564,57.56676557863501,,,
508,63.30128205128205,57.56676557863501,,,
509,63.30128205128205,57.56676557863501,,,
510,63.30128205128205,57.56676557863501,,,
511,63.30128205128205,57.27002967359051,,,
512,63.46153846153846,57.56676557863501,,,
513,63.46153846153846,57.56676557863501,,,
514,63.46153846153846,57.56676557863501,,,
515,63.46153846153846,57.56676557863501,,,
516,63.46153846153846,57.56676557863501,,,
517,63.62179487179487,57.56676557863501,,,
518,63.62179487179487,57.56676557863501,,,
519,63.62179487179487,57.56676557863501,,,
520,63.62179487179487,57.56676557863501,,,
521,63.62179487179487,57.27002967359051,,,
522,63.46153846153846,57.27002967359051,,,
523,63.62179487179487,57.27002967359051,,,
524,63.782051282051285,57.27002967359051,,,
525,63.94230769230769,57.27002967359051,,,
526,63.782051282051285,57.27002967359051,,,
527,63.46153846153846,57.27002967359051,,,
528,63.62179487179487,57.27002967359051,,,
529,63.782051282051285,57.56676557863501,,,
530,63.782051282051285,57.56676557863501,,,
531,63.782051282051285,57.56676557863501,,,
532,63.62179487179487,57.56676557863501,,,
533,63.46153846153846,57.56676557863501,,,
534,63.46153846153846,57.56676557863501,,,
535,63.46153846153846,57.56676557863501,,,
536,63.30128205128205,57.56676557863501,,,
537,63.30128205128205,57.56676557863501,,,
538,63.14102564102564,57.56676557863501,,,
539,63.46153846153846,57.56676557863501,,,
540,63.46153846153846,57.56676557863501,,,
541,63.46153846153846,57.56676557863501,,,
542,63.46153846153846,57.86350148367953,,,
543,63.46153846153846,57.56676557863501,,,
544,63.46153846153846,57.56676557863501,,,
545,63.46153846153846,57.56676557863501,,,
546,63.46153846153846,57.56676557863501,,,
547,63.46153846153846,57.56676557863501,,,
548,63.46153846153846,57.56676557863501,,,
549,63.62179487179487,57.56676557863501,,,
550,63.62179487179487,57.56676557863501,,,
551,63.62179487179487,57.56676557863501,,,
552,63.62179487179487,57.56676557863501,,,
553,63.62179487179487,57.56676557863501,,,
554,63.62179487179487,57.56676557863501,,,
555,63.62179487179487,57.56676557863501,,,
556,63.62179487179487,57.27002967359051,,,
557,63.62179487179487,57.56676557863501,,,
558,63.62179487179487,57.27002967359051,,,
559,63.46153846153846,57.56676557863501,,,
560,63.46153846153846,57.27002967359051,,,
561,63.46153846153846,57.27002967359051,,,
562,63.46153846153846,57.27002967359051,,,
563,63.30128205128205,57.56676557863501,,,
564,63.30128205128205,57.27002967359051,,,
565,63.30128205128205,57.56676557863501,,,
566,63.30128205128205,57.56676557863501,,,
567,63.14102564102564,57.27002967359051,,,
568,63.30128205128205,57.86350148367953,,,
569,63.30128205128205,57.86350148367953,,,
570,63.30128205128205,57.27002967359051,,,
571,63.30128205128205,57.56676557863501,,,
572,63.30128205128205,57.27002967359051,,,
573,63.14102564102564,57.86350148367953,,,
574,62.98076923076923,57.86350148367953,,,
575,62.98076923076923,57.27002967359051,,,
576,62.82051282051282,57.27002967359051,,,
577,62.82051282051282,57.27002967359051,,,
578,62.66025641025641,57.27002967359051,,,
579,62.66025641025641,57.27002967359051,,,
580,62.66025641025641,57.56676557863501,,,
581,62.66025641025641,57.56676557863501,,,
582,62.5,57.56676557863501,,,
583,62.66025641025641,57.56676557863501,,,
584,62.66025641025641,57.56676557863501,,,
585,62.66025641025641,57.56676557863501,,,
586,62.5,57.27002967359051,,,
587,62.5,57.56676557863501,,,
588,62.5,57.56676557863501,,,
589,62.5,57.56676557863501,,,
590,62.5,57.27002967359051,,,
591,62.33974358974359,57.56676557863501,,,
592,62.33974358974359,57.56676557863501,,,
593,62.33974358974359,57.56676557863501,,,
594,62.33974358974359,57.56676557863501,,,
595,62.5,57.56676557863501,,,
596,62.66025641025641,57.56676557863501,,,
597,62.66025641025641,57.56676557863501,,,
598,62.66025641025641,57.56676557863501,,,
599,62.66025641025641,57.27002967359051,,,
600,62.82051282051282,56.97329376854599,,,
601,62.66025641025641,56.97329376854599,,,
602,62.82051282051282,56.97329376854599,,,
603,62.82051282051282,56.97329376854599,,,
604,62.82051282051282,57.27002967359051,,,
605,62.66025641025641,57.27002967359051,,,
606,62.66025641025641,57.27002967359051,,,
607,62.66025641025641,57.27002967359051,,,
608,62.66025641025641,57.27002967359051,,,
609,62.82051282051282,56.97329376854599,,,
610,62.82051282051282,56.97329376854599,,,
611,62.82051282051282,56.97329376854599,,,
612,62.82051282051282,56.97329376854599,,,
613,62.82051282051282,56.97329376854599,,,
614,62.82051282051282,56.97329376854599,,,
615,62.82051282051282,56.97329376854599,,,
616,62.82051282051282,56.97329376854599,,,
617,62.98076923076923,56.97329376854599,,,
618,62.98076923076923,56.97329376854599,,,
619,62.82051282051282,56.97329376854599,,,
620,62.82051282051282,56.97329376854599,,,
621,62.66025641025641,56.97329376854599,,,
622,62.66025641025641,56.97329376854599,,,
623,62.66025641025641,57.27002967359051,,,
624,62.66025641025641,56.97329376854599,,,
625,62.66025641025641,56.97329376854599,,,
626,62.66025641025641,56.97329376854599,,,
627,62.66025641025641,56.97329376854599,,,
628,62.66025641025641,56.97329376854599,,,
629,62.66025641025641,56.97329376854599,,,
630,62.66025641025641,57.27002967359051,,,
631,62.66025641025641,57.27002967359051,,,
632,62.5,57.27002967359051,,,
633,62.33974358974359,57.27002967359051,,,
634,62.5,57.27002967359051,,,
635,62.5,56.97329376854599,,,
636,62.5,56.97329376854599,,,
637,62.33974358974359,56.97329376854599,,,
638,62.33974358974359,56.97329376854599,,,
639,62.5,56.676557863501486,,,
640,62.5,56.97329376854599,,,
641,62.5,56.97329376854599,,,
642,62.33974358974359,56.676557863501486,,,
643,62.33974358974359,56.676557863501486,,,
644,62.33974358974359,56.676557863501486,,,
645,62.33974358974359,56.676557863501486,,,
646,62.17948717948718,56.676557863501486,,,
647,62.33974358974359,56.676557863501486,,,
648,62.17948717948718,56.676557863501486,,,
649,62.01923076923077,56.676557863501486,,,
650,62.17948717948718,56.676557863501486,,,
651,62.17948717948718,56.676557863501486,,,
652,62.33974358974359,56.676557863501486,,,
653,62.33974358974359,56.37982195845697,,,
654,62.33974358974359,56.676557863501486,,,
655,62.5,56.676557863501486,,,
656,62.5,56.676557863501486,,,
657,62.5,56.676557863501486,,,
658,62.33974358974359,56.676557863501486,,,
659,62.01923076923077,56.676557863501486,,,
660,62.17948717948718,56.676557863501486,,,
661,62.33974358974359,56.37982195845697,,,
662,62.17948717948718,56.37982195845697,,,
663,62.33974358974359,56.37982195845697,,,
664,62.17948717948718,56.676557863501486,,,
665,62.01923076923077,56.676557863501486,,,
666,62.01923076923077,56.676557863501486,,,
667,62.5,56.676557863501486,,,
668,62.01923076923077,56.37982195845697,,,
669,62.01923076923077,56.08308605341247,,,
670,62.01923076923077,56.37982195845697,,,
671,62.01923076923077,56.97329376854599,,,
672,61.85897435897436,56.676557863501486,,,
673,62.01923076923077,56.676557863501486,,,
674,62.01923076923077,56.676557863501486,,,
675,62.5,56.37982195845697,,,
676,62.5,56.37982195845697,,,
677,62.66025641025641,56.676557863501486,,,
678,62.66025641025641,56.676557863501486,,,
679,62.66025641025641,56.676557863501486,,,
680,62.5,56.676557863501486,,,
681,62.66025641025641,56.676557863501486,,,
682,62.66025641025641,56.676557863501486,,,
683,62.5,56.676557863501486,,,
684,62.5,56.97329376854599,,,
685,62.5,56.676557863501486,,,
686,62.5,56.676557863501486,,,
687,62.33974358974359,56.676557863501486,,,
688,62.17948717948718,56.676557863501486,,,
689,62.33974358974359,56.676557863501486,,,
690,62.33974358974359,56.676557863501486,,,
691,62.33974358974359,56.676557863501486,,,
692,62.33974358974359,56.676557863501486,,,
693,62.33974358974359,56.676557863501486,,,
694,62.33974358974359,56.676557863501486,,,
695,62.33974358974359,56.676557863501486,,,
696,62.33974358974359,56.676557863501486,,,
697,62.33974358974359,56.676557863501486,,,
698,62.33974358974359,56.08308605341247,,,
699,62.33974358974359,55.78635014836795,,,
700,62.33974358974359,55.78635014836795,,,
701,62.33974358974359,55.78635014836795,,,
702,62.33974358974359,55.78635014836795,,,
703,62.17948717948718,56.08308605341247,,,
704,62.33974358974359,56.08308605341247,,,
705,62.17948717948718,55.78635014836795,,,
706,62.01923076923077,55.78635014836795,,,
707,62.01923076923077,55.78635014836795,,,
708,62.01923076923077,55.78635014836795,,,
709,62.01923076923077,56.37982195845697,,,
710,62.17948717948718,56.08308605341247,,,
711,62.17948717948718,56.08308605341247,,,
712,62.17948717948718,56.08308605341247,,,
713,62.17948717948718,56.08308605341247,,,
714,62.17948717948718,56.08308605341247,,,
715,62.01923076923077,56.08308605341247,,,
716,62.17948717948718,56.08308605341247,,,
717,62.17948717948718,56.08308605341247,,,
718,62.01923076923077,56.37982195845697,,,
719,62.17948717948718,56.37982195845697,,,
720,62.17948717948718,56.37982195845697,,,
721,62.01923076923077,56.37982195845697,,,
722,62.17948717948718,56.37982195845697,,,
723,62.17948717948718,56.08308605341247,,,
724,62.17948717948718,56.08308605341247,,,
725,62.01923076923077,56.08308605341247,,,
726,62.17948717948718,56.37982195845697,,,
727,62.17948717948718,56.97329376854599,,,
728,62.01923076923077,56.676557863501486,,,
729,62.01923076923077,56.676557863501486,,,
730,62.17948717948718,56.676557863501486,,,
731,62.17948717948718,56.676557863501486,,,
732,62.17948717948718,56.676557863501486,,,
733,62.17948717948718,56.676557863501486,,,
734,62.17948717948718,56.37982195845697,,,
735,62.17948717948718,56.37982195845697,,,
736,62.17948717948718,56.37982195845697,,,
737,62.33974358974359,56.37982195845697,,,
738,62.33974358974359,56.08308605341247,,,
739,62.01923076923077,56.08308605341247,,,
740,62.01923076923077,56.37982195845697,,,
741,62.01923076923077,56.37982195845697,,,
742,62.01923076923077,56.37982195845697,,,
743,62.01923076923077,56.37982195845697,,,
744,62.01923076923077,56.37982195845697,,,
745,62.01923076923077,56.37982195845697,,,
746,62.01923076923077,56.37982195845697,,,
747,62.01923076923077,56.37982195845697,,,
748,62.01923076923077,56.37982195845697,,,
749,62.01923076923077,56.37982195845697,,,
750,62.01923076923077,56.37982195845697,,,
751,62.01923076923077,56.08308605341247,,,
752,62.01923076923077,56.676557863501486,,,
753,62.01923076923077,56.676557863501486,,,
754,61.85897435897436,56.97329376854599,,,
755,61.85897435897436,56.676557863501486,,,
756,61.85897435897436,56.676557863501486,,,
757,61.69871794871795,56.676557863501486,,,
758,61.85897435897436,56.37982195845697,,,
759,62.01923076923077,56.37982195845697,,,
760,62.01923076923077,56.676557863501486,,,
761,62.01923076923077,56.676557863501486,,,
762,62.01923076923077,56.37982195845697,,,
763,62.5,56.08308605341247,,,
764,62.01923076923077,56.676557863501486,,,
765,61.85897435897436,56.676557863501486,,,
766,62.01923076923077,56.37982195845697,,,
767,61.85897435897436,56.08308605341247,,,
768,62.33974358974359,56.08308605341247,,,
769,62.17948717948718,56.08308605341247,,,
770,62.17948717948718,56.08308605341247,,,
771,62.33974358974359,56.08308605341247,,,
772,62.17948717948718,56.08308605341247,,,
773,62.17948717948718,56.08308605341247,,,
774,62.17948717948718,56.08308605341247,,,
775,62.01923076923077,56.08308605341247,,,
776,62.17948717948718,56.08308605341247,,,
777,62.17948717948718,56.08308605341247,,,
778,62.17948717948718,56.08308605341247,,,
779,62.17948717948718,56.08308605341247,,,
780,62.17948717948718,56.08308605341247,,,
781,62.17948717948718,56.08308605341247,,,
782,62.33974358974359,56.08308605341247,,,
783,62.5,56.08308605341247,,,
784,62.5,56.08308605341247,,,
785,62.5,56.08308605341247,,,
786,62.5,56.08308605341247,,,
787,62.17948717948718,56.08308605341247,,,
788,62.33974358974359,56.08308605341247,,,
789,62.5,56.08308605341247,,,
790,62.5,56.08308605341247,,,
791,62.17948717948718,56.08308605341247,,,
792,62.17948717948718,56.08308605341247,,,
793,62.17948717948718,56.08308605341247,,,
794,62.17948717948718,56.08308605341247,,,
795,62.17948717948718,56.08308605341247,,,
796,62.17948717948718,56.08308605341247,,,
797,62.17948717948718,56.08308605341247,,,
798,62.17948717948718,56.08308605341247,,,
799,62.33974358974359,56.08308605341247,,,
800,62.17948717948718,56.08308605341247,,,
801,62.33974358974359,56.08308605341247,,,
802,62.17948717948718,56.08308605341247,,,
803,62.17948717948718,56.08308605341247,,,
804,62.01923076923077,56.08308605341247,,,
805,61.85897435897436,56.08308605341247,,,
806,61.85897435897436,56.08308605341247,,,
807,61.85897435897436,56.08308605341247,,,
808,62.01923076923077,56.08308605341247,,,
809,62.01923076923077,56.08308605341247,,,
810,62.01923076923077,56.08308605341247,,,
811,62.01923076923077,56.08308605341247,,,
812,62.01923076923077,56.08308605341247,,,
813,61.85897435897436,56.08308605341247,,,
814,62.17948717948718,56.08308605341247,,,
815,62.01923076923077,56.08308605341247,,,
816,62.01923076923077,56.08308605341247,,,
817,62.01923076923077,55.78635014836795,,,
818,62.33974358974359,55.78635014836795,,,
819,62.01923076923077,56.08308605341247,,,
820,62.01923076923077,56.08308605341247,,,
821,62.17948717948718,55.78635014836795,,,
822,62.17948717948718,56.08308605341247,,,
823,62.17948717948718,55.78635014836795,,,
824,62.17948717948718,56.08308605341247,,,
825,62.01923076923077,56.08308605341247,,,
826,62.17948717948718,56.08308605341247,,,
827,62.33974358974359,56.08308605341247,,,
828,62.17948717948718,55.78635014836795,,,
829,62.17948717948718,55.78635014836795,,,
830,62.17948717948718,55.78635014836795,,,
831,62.01923076923077,56.08308605341247,,,
832,62.01923076923077,56.08308605341247,,,
833,62.01923076923077,56.08308605341247,,,
834,62.17948717948718,56.08308605341247,,,
835,62.01923076923077,55.78635014836795,,,
