,Domain 0,Domain 1,Domain 2,Domain 3,Domain 4
0,55.31496062992126,,,,
1,53.54330708661417,,,,
2,51.968503937007874,,,,
3,52.95275590551181,,,,
4,52.55905511811024,,,,
5,52.75590551181102,,,,
6,53.346456692913385,,,,
7,53.1496062992126,,,,
8,53.74015748031496,,,,
9,54.92125984251968,,,,
10,54.330708661417326,,,,
11,55.511811023622045,,,,
12,55.90551181102362,,,,
13,56.69291338582677,,,,
14,55.90551181102362,,,,
15,56.10236220472441,,,,
16,56.2992125984252,,,,
17,56.69291338582677,,,,
18,56.2992125984252,,,,
19,56.2992125984252,,,,
20,55.90551181102362,,,,
21,56.69291338582677,,,,
22,57.08661417322835,,,,
23,56.88976377952756,,,,
24,56.69291338582677,,,,
25,57.48031496062992,,,,
26,57.48031496062992,,,,
27,57.67716535433071,,,,
28,56.88976377952756,,,,
29,56.88976377952756,,,,
30,57.28346456692913,,,,
31,57.28346456692913,,,,
32,57.67716535433071,,,,
33,57.874015748031496,,,,
34,57.874015748031496,,,,
35,57.874015748031496,,,,
36,57.67716535433071,,,,
37,58.07086614173228,,,,
38,57.874015748031496,,,,
39,57.48031496062992,,,,
40,57.48031496062992,,,,
41,57.48031496062992,,,,
42,58.07086614173228,,,,
43,58.07086614173228,,,,
44,58.07086614173228,,,,
45,58.267716535433074,,,,
46,58.46456692913386,,,,
47,58.85826771653543,,,,
48,59.05511811023622,,,,
49,58.46456692913386,,,,
50,58.66141732283464,,,,
51,59.25196850393701,,,,
52,58.66141732283464,,,,
53,59.05511811023622,,,,
54,59.05511811023622,,,,
55,59.44881889763779,,,,
56,59.645669291338585,,,,
57,59.25196850393701,,,,
58,59.84251968503937,,,,
59,59.25196850393701,,,,
60,59.645669291338585,,,,
61,59.645669291338585,,,,
62,59.645669291338585,,,,
63,60.03937007874016,,,,
64,59.05511811023622,,,,
65,59.645669291338585,,,,
66,58.46456692913386,,,,
67,58.85826771653543,,,,
68,58.85826771653543,,,,
69,58.66141732283464,,,,
70,58.66141732283464,,,,
71,58.07086614173228,,,,
72,58.46456692913386,,,,
73,58.07086614173228,,,,
74,57.874015748031496,,,,
75,58.46456692913386,,,,
76,58.85826771653543,,,,
77,58.85826771653543,,,,
78,58.85826771653543,,,,
79,58.85826771653543,,,,
80,59.25196850393701,,,,
81,58.85826771653543,,,,
82,58.66141732283464,,,,
83,58.85826771653543,,,,
84,59.05511811023622,,,,
85,59.25196850393701,,,,
86,59.05511811023622,,,,
87,59.05511811023622,,,,
88,58.85826771653543,,,,
89,59.44881889763779,,,,
90,59.25196850393701,,,,
91,58.85826771653543,,,,
92,59.05511811023622,,,,
93,59.25196850393701,,,,
94,59.44881889763779,,,,
95,59.44881889763779,,,,
96,59.645669291338585,,,,
97,59.645669291338585,,,,
98,60.03937007874016,,,,
99,59.645669291338585,,,,
100,60.23622047244095,,,,
101,60.23622047244095,,,,
102,60.43307086614173,,,,
103,60.62992125984252,,,,
104,60.62992125984252,,,,
105,60.62992125984252,,,,
106,60.8267716535433,,,,
107,60.43307086614173,,,,
108,60.43307086614173,,,,
109,60.62992125984252,,,,
110,60.62992125984252,,,,
111,61.023622047244096,,,,
112,61.61417322834646,,,,
113,61.023622047244096,,,,
114,60.62992125984252,,,,
115,61.41732283464567,,,,
116,61.023622047244096,,,,
117,61.22047244094488,,,,
118,61.41732283464567,,,,
119,61.41732283464567,,,,
120,61.22047244094488,,,,
121,61.22047244094488,,,,
122,61.22047244094488,,,,
123,61.22047244094488,,,,
124,61.22047244094488,,,,
125,61.41732283464567,,,,
126,61.22047244094488,,,,
127,61.22047244094488,,,,
128,61.41732283464567,,,,
129,61.41732283464567,,,,
130,61.41732283464567,,,,
131,61.41732283464567,,,,
132,61.41732283464567,,,,
133,61.61417322834646,,,,
134,61.61417322834646,,,,
135,61.81102362204725,,,,
136,61.41732283464567,,,,
137,61.61417322834646,,,,
138,61.61417322834646,,,,
139,61.41732283464567,,,,
140,61.81102362204725,,,,
141,61.61417322834646,,,,
142,61.61417322834646,,,,
143,61.81102362204725,,,,
144,62.00787401574803,,,,
145,62.20472440944882,,,,
146,62.20472440944882,,,,
147,62.20472440944882,,,,
148,62.40157480314961,,,,
149,62.40157480314961,,,,
150,62.40157480314961,,,,
151,62.79527559055118,,,,
152,62.79527559055118,,,,
153,62.59842519685039,,,,
154,62.79527559055118,,,,
155,62.59842519685039,,,,
156,62.40157480314961,,,,
157,62.79527559055118,,,,
158,62.59842519685039,,,,
159,62.40157480314961,,,,
160,62.59842519685039,,,,
161,62.59842519685039,,,,
162,62.59842519685039,,,,
163,62.99212598425197,,,,
164,62.99212598425197,,,,
165,62.79527559055118,,,,
166,63.18897637795276,,,,
167,62.79527559055118,,,,
168,63.18897637795276,,,,
169,62.79527559055118,,,,
170,63.58267716535433,,,,
171,63.77952755905512,,,,
172,63.58267716535433,,,,
173,63.58267716535433,,,,
174,63.38582677165354,,,,
175,63.58267716535433,,,,
176,63.58267716535433,,,,
177,63.77952755905512,,,,
178,63.38582677165354,,,,
179,63.58267716535433,,,,
180,63.38582677165354,,,,
181,63.38582677165354,,,,
182,63.38582677165354,,,,
183,63.38582677165354,,,,
