,Domain 0,Domain 1,Domain 2,Domain 3,Domain 4,Mean
0,49.19871794871795,,,,,49.19871794871795
1,50.48076923076923,,,,,50.48076923076923
2,54.48717948717949,,,,,54.48717948717949
3,55.60897435897436,,,,,55.60897435897436
4,57.21153846153846,,,,,57.21153846153846
5,58.17307692307692,,,,,58.17307692307692
6,58.17307692307692,,,,,58.17307692307692
7,58.81410256410256,,,,,58.81410256410256
8,58.97435897435897,,,,,58.97435897435897
9,58.81410256410256,,,,,58.81410256410256
10,57.8525641025641,,,,,57.8525641025641
11,58.49358974358975,,,,,58.49358974358975
12,58.65384615384615,,,,,58.65384615384615
13,59.45512820512821,,,,,59.45512820512821
14,59.77564102564103,,,,,59.77564102564103
15,59.93589743589744,,,,,59.93589743589744
16,60.09615384615385,,,,,60.09615384615385
17,59.77564102564103,,,,,59.77564102564103
18,60.09615384615385,,,,,60.09615384615385
19,59.93589743589744,,,,,59.93589743589744
20,60.09615384615385,,,,,60.09615384615385
21,60.41666666666666,,,,,60.41666666666666
22,60.41666666666666,,,,,60.41666666666666
23,60.57692307692308,,,,,60.57692307692308
24,60.256410256410255,,,,,60.256410256410255
25,60.256410256410255,,,,,60.256410256410255
26,60.09615384615385,,,,,60.09615384615385
27,61.05769230769231,,,,,61.05769230769231
28,61.21794871794872,,,,,61.21794871794872
29,61.05769230769231,,,,,61.05769230769231
30,61.21794871794872,,,,,61.21794871794872
31,61.05769230769231,,,,,61.05769230769231
32,61.21794871794872,,,,,61.21794871794872
33,61.21794871794872,,,,,61.21794871794872
34,61.21794871794872,,,,,61.21794871794872
35,61.69871794871795,,,,,61.69871794871795
36,61.69871794871795,,,,,61.69871794871795
37,61.53846153846154,,,,,61.53846153846154
38,61.85897435897436,,,,,61.85897435897436
39,62.01923076923077,,,,,62.01923076923077
40,62.17948717948718,,,,,62.17948717948718
41,62.17948717948718,,,,,62.17948717948718
42,62.17948717948718,,,,,62.17948717948718
43,62.33974358974359,,,,,62.33974358974359
44,62.17948717948718,,,,,62.17948717948718
45,62.33974358974359,,,,,62.33974358974359
46,62.17948717948718,,,,,62.17948717948718
47,62.5,,,,,62.5
48,62.33974358974359,,,,,62.33974358974359
49,62.33974358974359,,,,,62.33974358974359
50,62.17948717948718,,,,,62.17948717948718
51,62.5,,,,,62.5
52,62.5,,,,,62.5
53,62.33974358974359,,,,,62.33974358974359
54,62.66025641025641,,,,,62.66025641025641
55,62.66025641025641,,,,,62.66025641025641
56,62.33974358974359,,,,,62.33974358974359
57,62.17948717948718,,,,,62.17948717948718
58,62.5,,,,,62.5
59,62.5,,,,,62.5
60,62.33974358974359,,,,,62.33974358974359
61,62.66025641025641,,,,,62.66025641025641
62,62.33974358974359,,,,,62.33974358974359
63,62.17948717948718,,,,,62.17948717948718
64,62.01923076923077,,,,,62.01923076923077
65,62.17948717948718,,,,,62.17948717948718
66,62.17948717948718,,,,,62.17948717948718
67,62.33974358974359,,,,,62.33974358974359
68,62.98076923076923,,,,,62.98076923076923
69,62.66025641025641,,,,,62.66025641025641
70,62.17948717948718,,,,,62.17948717948718
71,62.01923076923077,,,,,62.01923076923077
72,62.01923076923077,,,,,62.01923076923077
73,62.17948717948718,,,,,62.17948717948718
74,62.01923076923077,,,,,62.01923076923077
75,61.85897435897436,,,,,61.85897435897436
76,62.01923076923077,,,,,62.01923076923077
77,62.17948717948718,,,,,62.17948717948718
78,62.33974358974359,,,,,62.33974358974359
79,62.01923076923077,,,,,62.01923076923077
80,62.17948717948718,,,,,62.17948717948718
81,62.17948717948718,,,,,62.17948717948718
82,62.33974358974359,,,,,62.33974358974359
83,62.5,,,,,62.5
84,62.66025641025641,,,,,62.66025641025641
85,62.5,,,,,62.5
86,62.66025641025641,,,,,62.66025641025641
87,62.66025641025641,,,,,62.66025641025641
88,62.82051282051282,,,,,62.82051282051282
89,62.82051282051282,,,,,62.82051282051282
90,62.82051282051282,,,,,62.82051282051282
91,63.14102564102564,,,,,63.14102564102564
92,63.14102564102564,,,,,63.14102564102564
93,63.14102564102564,,,,,63.14102564102564
94,63.30128205128205,,,,,63.30128205128205
95,63.30128205128205,,,,,63.30128205128205
96,63.14102564102564,,,,,63.14102564102564
97,63.46153846153846,,,,,63.46153846153846
98,63.46153846153846,,,,,63.46153846153846
99,63.46153846153846,,,,,63.46153846153846
100,63.46153846153846,,,,,63.46153846153846
101,63.46153846153846,,,,,63.46153846153846
102,63.14102564102564,,,,,63.14102564102564
103,62.98076923076923,,,,,62.98076923076923
104,63.14102564102564,,,,,63.14102564102564
105,63.14102564102564,,,,,63.14102564102564
106,63.14102564102564,,,,,63.14102564102564
107,62.98076923076923,,,,,62.98076923076923
108,63.30128205128205,,,,,63.30128205128205
109,63.30128205128205,,,,,63.30128205128205
110,63.30128205128205,,,,,63.30128205128205
111,63.14102564102564,,,,,63.14102564102564
112,63.46153846153846,,,,,63.46153846153846
113,63.62179487179487,,,,,63.62179487179487
114,63.46153846153846,,,,,63.46153846153846
115,63.30128205128205,,,,,63.30128205128205
116,63.14102564102564,,,,,63.14102564102564
117,63.14102564102564,,,,,63.14102564102564
118,63.30128205128205,,,,,63.30128205128205
119,63.14102564102564,,,,,63.14102564102564
120,63.46153846153846,,,,,63.46153846153846
121,62.98076923076923,,,,,62.98076923076923
122,63.46153846153846,,,,,63.46153846153846
123,63.782051282051285,,,,,63.782051282051285
124,63.782051282051285,,,,,63.782051282051285
125,63.782051282051285,,,,,63.782051282051285
126,63.94230769230769,,,,,63.94230769230769
127,63.94230769230769,,,,,63.94230769230769
128,64.1025641025641,,,,,64.1025641025641
129,64.1025641025641,,,,,64.1025641025641
130,64.1025641025641,,,,,64.1025641025641
131,63.94230769230769,,,,,63.94230769230769
132,63.782051282051285,,,,,63.782051282051285
133,64.1025641025641,,,,,64.1025641025641
134,63.782051282051285,,,,,63.782051282051285
135,63.62179487179487,,,,,63.62179487179487
136,63.62179487179487,,,,,63.62179487179487
137,63.46153846153846,,,,,63.46153846153846
138,63.46153846153846,,,,,63.46153846153846
139,63.46153846153846,,,,,63.46153846153846
140,63.46153846153846,,,,,63.46153846153846
141,63.46153846153846,,,,,63.46153846153846
142,63.46153846153846,,,,,63.46153846153846
143,63.62179487179487,,,,,63.62179487179487
144,63.62179487179487,,,,,63.62179487179487
145,63.62179487179487,,,,,63.62179487179487
146,63.782051282051285,,,,,63.782051282051285
147,63.782051282051285,,,,,63.782051282051285
148,63.62179487179487,,,,,63.62179487179487
149,63.782051282051285,,,,,63.782051282051285
150,63.62179487179487,,,,,63.62179487179487
151,63.782051282051285,,,,,63.782051282051285
152,63.62179487179487,,,,,63.62179487179487
153,63.62179487179487,,,,,63.62179487179487
154,63.62179487179487,,,,,63.62179487179487
155,63.62179487179487,,,,,63.62179487179487
156,63.62179487179487,,,,,63.62179487179487
157,63.782051282051285,,,,,63.782051282051285
158,63.62179487179487,,,,,63.62179487179487
159,63.782051282051285,,,,,63.782051282051285
160,63.62179487179487,,,,,63.62179487179487
161,63.782051282051285,,,,,63.782051282051285
162,63.62179487179487,,,,,63.62179487179487
163,63.782051282051285,,,,,63.782051282051285
164,63.94230769230769,,,,,63.94230769230769
165,63.94230769230769,,,,,63.94230769230769
166,63.94230769230769,,,,,63.94230769230769
167,64.1025641025641,,,,,64.1025641025641
168,64.26282051282051,,,,,64.26282051282051
169,64.1025641025641,,,,,64.1025641025641
170,63.782051282051285,,,,,63.782051282051285
171,64.1025641025641,,,,,64.1025641025641
172,63.94230769230769,,,,,63.94230769230769
173,63.94230769230769,,,,,63.94230769230769
174,64.1025641025641,,,,,64.1025641025641
175,63.94230769230769,,,,,63.94230769230769
176,64.1025641025641,,,,,64.1025641025641
177,63.94230769230769,,,,,63.94230769230769
178,63.782051282051285,,,,,63.782051282051285
179,63.62179487179487,,,,,63.62179487179487
180,63.62179487179487,,,,,63.62179487179487
181,63.62179487179487,,,,,63.62179487179487
182,63.62179487179487,,,,,63.62179487179487
183,63.62179487179487,,,,,63.62179487179487
184,63.62179487179487,,,,,63.62179487179487
185,63.62179487179487,,,,,63.62179487179487
186,63.62179487179487,,,,,63.62179487179487
187,63.62179487179487,,,,,63.62179487179487
188,63.62179487179487,,,,,63.62179487179487
189,63.62179487179487,,,,,63.62179487179487
190,63.94230769230769,,,,,63.94230769230769
191,63.62179487179487,,,,,63.62179487179487
192,63.782051282051285,,,,,63.782051282051285
193,63.62179487179487,,,,,63.62179487179487
194,63.46153846153846,,,,,63.46153846153846
195,63.46153846153846,,,,,63.46153846153846
196,63.46153846153846,,,,,63.46153846153846
197,63.46153846153846,,,,,63.46153846153846
198,63.46153846153846,,,,,63.46153846153846
199,63.46153846153846,,,,,63.46153846153846
200,63.62179487179487,,,,,63.62179487179487
201,63.30128205128205,,,,,63.30128205128205
202,63.30128205128205,,,,,63.30128205128205
203,63.46153846153846,,,,,63.46153846153846
204,63.30128205128205,,,,,63.30128205128205
205,63.46153846153846,,,,,63.46153846153846
206,63.30128205128205,,,,,63.30128205128205
207,63.46153846153846,,,,,63.46153846153846
208,63.46153846153846,,,,,63.46153846153846
209,63.46153846153846,,,,,63.46153846153846
210,63.782051282051285,,,,,63.782051282051285
211,63.46153846153846,,,,,63.46153846153846
212,63.94230769230769,,,,,63.94230769230769
213,63.46153846153846,,,,,63.46153846153846
214,63.30128205128205,,,,,63.30128205128205
215,63.30128205128205,,,,,63.30128205128205
216,63.46153846153846,,,,,63.46153846153846
217,63.46153846153846,,,,,63.46153846153846
218,63.46153846153846,,,,,63.46153846153846
219,63.46153846153846,,,,,63.46153846153846
220,63.62179487179487,,,,,63.62179487179487
221,63.46153846153846,,,,,63.46153846153846
222,63.46153846153846,,,,,63.46153846153846
223,63.46153846153846,,,,,63.46153846153846
224,63.46153846153846,,,,,63.46153846153846
225,63.46153846153846,,,,,63.46153846153846
226,63.62179487179487,,,,,63.62179487179487
227,63.62179487179487,,,,,63.62179487179487
228,63.62179487179487,,,,,63.62179487179487
229,63.782051282051285,,,,,63.782051282051285
230,63.62179487179487,,,,,63.62179487179487
231,63.62179487179487,,,,,63.62179487179487
232,63.62179487179487,,,,,63.62179487179487
233,63.782051282051285,,,,,63.782051282051285
234,63.62179487179487,,,,,63.62179487179487
235,63.782051282051285,,,,,63.782051282051285
236,63.62179487179487,,,,,63.62179487179487
237,63.62179487179487,,,,,63.62179487179487
238,63.30128205128205,,,,,63.30128205128205
239,63.782051282051285,,,,,63.782051282051285
240,63.782051282051285,,,,,63.782051282051285
241,63.782051282051285,,,,,63.782051282051285
242,63.46153846153846,,,,,63.46153846153846
243,63.62179487179487,,,,,63.62179487179487
244,63.782051282051285,,,,,63.782051282051285
245,63.62179487179487,,,,,63.62179487179487
246,63.782051282051285,,,,,63.782051282051285
247,63.62179487179487,,,,,63.62179487179487
248,63.46153846153846,,,,,63.46153846153846
249,63.46153846153846,,,,,63.46153846153846
250,63.30128205128205,,,,,63.30128205128205
251,63.30128205128205,,,,,63.30128205128205
252,63.30128205128205,,,,,63.30128205128205
253,63.46153846153846,,,,,63.46153846153846
254,63.46153846153846,,,,,63.46153846153846
255,63.46153846153846,,,,,63.46153846153846
256,63.46153846153846,,,,,63.46153846153846
257,63.46153846153846,,,,,63.46153846153846
258,63.782051282051285,,,,,63.782051282051285
259,63.62179487179487,,,,,63.62179487179487
260,63.62179487179487,,,,,63.62179487179487
261,63.62179487179487,,,,,63.62179487179487
262,63.62179487179487,,,,,63.62179487179487
263,63.62179487179487,,,,,63.62179487179487
264,63.46153846153846,,,,,63.46153846153846
265,63.30128205128205,,,,,63.30128205128205
266,63.30128205128205,,,,,63.30128205128205
267,63.782051282051285,,,,,63.782051282051285
268,63.94230769230769,,,,,63.94230769230769
269,64.26282051282051,,,,,64.26282051282051
270,64.26282051282051,,,,,64.26282051282051
271,64.26282051282051,,,,,64.26282051282051
272,64.26282051282051,,,,,64.26282051282051
273,64.1025641025641,,,,,64.1025641025641
274,63.94230769230769,,,,,63.94230769230769
275,63.94230769230769,,,,,63.94230769230769
276,63.94230769230769,,,,,63.94230769230769
277,64.42307692307692,,,,,64.42307692307692
278,64.1025641025641,,,,,64.1025641025641
279,63.782051282051285,,,,,63.782051282051285
280,63.62179487179487,,,,,63.62179487179487
281,63.46153846153846,,,,,63.46153846153846
282,63.782051282051285,,,,,63.782051282051285
283,63.94230769230769,,,,,63.94230769230769
284,63.46153846153846,,,,,63.46153846153846
285,63.46153846153846,,,,,63.46153846153846
286,63.62179487179487,,,,,63.62179487179487
287,63.46153846153846,,,,,63.46153846153846
288,63.30128205128205,,,,,63.30128205128205
289,63.46153846153846,,,,,63.46153846153846
290,63.62179487179487,,,,,63.62179487179487
291,63.94230769230769,,,,,63.94230769230769
292,63.782051282051285,,,,,63.782051282051285
293,63.94230769230769,,,,,63.94230769230769
294,63.94230769230769,,,,,63.94230769230769
295,63.94230769230769,,,,,63.94230769230769
296,63.94230769230769,,,,,63.94230769230769
