,Domain 0,Domain 1,Domain 2,Domain 3,Domain 4,Mean
0,43.11023622047245,,,,,43.11023622047245
1,44.881889763779526,,,,,44.881889763779526
2,46.653543307086615,,,,,46.653543307086615
3,48.81889763779528,,,,,48.81889763779528
4,51.181102362204726,,,,,51.181102362204726
5,51.968503937007874,,,,,51.968503937007874
6,54.92125984251968,,,,,54.92125984251968
7,56.49606299212599,,,,,56.49606299212599
8,58.66141732283464,,,,,58.66141732283464
9,57.67716535433071,,,,,57.67716535433071
10,59.05511811023622,,,,,59.05511811023622
11,59.645669291338585,,,,,59.645669291338585
12,61.61417322834646,,,,,61.61417322834646
13,63.18897637795276,,,,,63.18897637795276
14,62.79527559055118,,,,,62.79527559055118
15,61.81102362204725,,,,,61.81102362204725
16,63.18897637795276,,,,,63.18897637795276
17,63.18897637795276,,,,,63.18897637795276
18,64.37007874015748,,,,,64.37007874015748
19,64.76377952755905,,,,,64.76377952755905
20,64.37007874015748,,,,,64.37007874015748
21,65.35433070866142,,,,,65.35433070866142
22,64.96062992125984,,,,,64.96062992125984
23,66.33858267716535,,,,,66.33858267716535
24,66.73228346456693,,,,,66.73228346456693
25,66.73228346456693,,,,,66.73228346456693
26,66.53543307086615,,,,,66.53543307086615
27,66.14173228346456,,,,,66.14173228346456
28,66.53543307086615,,,,,66.53543307086615
29,66.73228346456693,,,,,66.73228346456693
30,66.33858267716535,,,,,66.33858267716535
31,66.73228346456693,,,,,66.73228346456693
32,66.92913385826772,,,,,66.92913385826772
33,65.94488188976378,,,,,65.94488188976378
34,66.14173228346456,,,,,66.14173228346456
35,64.96062992125984,,,,,64.96062992125984
36,66.33858267716535,,,,,66.33858267716535
37,65.55118110236221,,,,,65.55118110236221
38,64.56692913385827,,,,,64.56692913385827
39,64.76377952755905,,,,,64.76377952755905
40,65.74803149606299,,,,,65.74803149606299
41,65.15748031496064,,,,,65.15748031496064
42,65.15748031496064,,,,,65.15748031496064
43,64.37007874015748,,,,,64.37007874015748
44,63.58267716535433,,,,,63.58267716535433
45,64.37007874015748,,,,,64.37007874015748
46,64.37007874015748,,,,,64.37007874015748
47,64.76377952755905,,,,,64.76377952755905
48,63.976377952755904,,,,,63.976377952755904
49,64.37007874015748,,,,,64.37007874015748
50,65.35433070866142,,,,,65.35433070866142
51,64.76377952755905,,,,,64.76377952755905
52,64.1732283464567,,,,,64.1732283464567
53,63.38582677165354,,,,,63.38582677165354
54,63.38582677165354,,,,,63.38582677165354
55,63.58267716535433,,,,,63.58267716535433
56,63.58267716535433,,,,,63.58267716535433
57,63.58267716535433,,,,,63.58267716535433
58,63.77952755905512,,,,,63.77952755905512
59,63.77952755905512,,,,,63.77952755905512
60,63.18897637795276,,,,,63.18897637795276
61,63.18897637795276,,,,,63.18897637795276
62,63.58267716535433,,,,,63.58267716535433
63,63.18897637795276,,,,,63.18897637795276
64,63.18897637795276,,,,,63.18897637795276
65,63.38582677165354,,,,,63.38582677165354
66,63.38582677165354,,,,,63.38582677165354
67,62.99212598425197,,,,,62.99212598425197
68,62.79527559055118,,,,,62.79527559055118
69,63.18897637795276,,,,,63.18897637795276
70,63.18897637795276,,,,,63.18897637795276
71,62.79527559055118,,,,,62.79527559055118
72,62.99212598425197,,,,,62.99212598425197
73,63.18897637795276,,,,,63.18897637795276
74,63.18897637795276,,,,,63.18897637795276
75,63.38582677165354,,,,,63.38582677165354
76,62.99212598425197,,,,,62.99212598425197
77,62.59842519685039,,,,,62.59842519685039
78,62.99212598425197,,,,,62.99212598425197
79,62.99212598425197,,,,,62.99212598425197
80,62.59842519685039,,,,,62.59842519685039
81,62.59842519685039,,,,,62.59842519685039
82,63.77952755905512,,,,,63.77952755905512
83,63.58267716535433,,,,,63.58267716535433
84,63.77952755905512,,,,,63.77952755905512
85,63.58267716535433,,,,,63.58267716535433
86,62.79527559055118,,,,,62.79527559055118
87,63.77952755905512,,,,,63.77952755905512
88,64.1732283464567,,,,,64.1732283464567
89,63.77952755905512,,,,,63.77952755905512
90,62.79527559055118,,,,,62.79527559055118
91,62.99212598425197,,,,,62.99212598425197
92,62.99212598425197,,,,,62.99212598425197
93,63.976377952755904,,,,,63.976377952755904
94,63.77952755905512,,,,,63.77952755905512
95,63.58267716535433,,,,,63.58267716535433
96,63.976377952755904,,,,,63.976377952755904
97,63.77952755905512,,,,,63.77952755905512
98,63.58267716535433,,,,,63.58267716535433
99,63.38582677165354,,,,,63.38582677165354
100,63.58267716535433,,,,,63.58267716535433
101,63.38582677165354,,,,,63.38582677165354
102,63.58267716535433,,,,,63.58267716535433
103,63.18897637795276,,,,,63.18897637795276
104,63.58267716535433,,,,,63.58267716535433
105,63.976377952755904,,,,,63.976377952755904
106,63.58267716535433,,,,,63.58267716535433
107,63.38582677165354,,,,,63.38582677165354
108,62.99212598425197,,,,,62.99212598425197
109,62.79527559055118,,,,,62.79527559055118
110,62.59842519685039,,,,,62.59842519685039
111,62.59842519685039,,,,,62.59842519685039
112,62.59842519685039,,,,,62.59842519685039
113,62.59842519685039,,,,,62.59842519685039
114,63.18897637795276,,,,,63.18897637795276
115,62.79527559055118,,,,,62.79527559055118
116,62.79527559055118,,,,,62.79527559055118
117,62.79527559055118,,,,,62.79527559055118
118,62.79527559055118,,,,,62.79527559055118
119,62.79527559055118,,,,,62.79527559055118
