,Domain 0,Domain 1,Domain 2,Domain 3,Mean
0,58.60655737704918,,,,58.60655737704918
1,59.01639344262295,,,,59.01639344262295
2,58.60655737704918,,,,58.60655737704918
3,58.709016393442624,,,,58.709016393442624
4,58.09426229508197,,,,58.09426229508197
5,58.29918032786885,,,,58.29918032786885
6,58.81147540983606,,,,58.81147540983606
7,58.60655737704918,,,,58.60655737704918
8,59.631147540983605,,,,59.631147540983605
9,59.528688524590166,,,,59.528688524590166
10,60.450819672131146,,,,60.450819672131146
11,60.86065573770492,,,,60.86065573770492
12,61.0655737704918,,,,61.0655737704918
13,60.75819672131148,,,,60.75819672131148
14,61.16803278688525,,,,61.16803278688525
15,60.86065573770492,,,,60.86065573770492
16,60.75819672131148,,,,60.75819672131148
17,60.86065573770492,,,,60.86065573770492
18,60.65573770491803,,,,60.65573770491803
19,60.75819672131148,,,,60.75819672131148
20,60.65573770491803,,,,60.65573770491803
21,60.96311475409836,,,,60.96311475409836
22,60.96311475409836,,,,60.96311475409836
23,61.16803278688525,,,,61.16803278688525
24,61.0655737704918,,,,61.0655737704918
25,61.37295081967213,,,,61.37295081967213
26,61.47540983606557,,,,61.47540983606557
27,61.37295081967213,,,,61.37295081967213
28,61.78278688524591,,,,61.78278688524591
29,61.47540983606557,,,,61.47540983606557
30,61.68032786885246,,,,61.68032786885246
31,61.68032786885246,,,,61.68032786885246
32,61.68032786885246,,,,61.68032786885246
33,61.885245901639344,,,,61.885245901639344
34,61.68032786885246,,,,61.68032786885246
35,61.78278688524591,,,,61.78278688524591
36,61.68032786885246,,,,61.68032786885246
37,61.68032786885246,,,,61.68032786885246
38,61.885245901639344,,,,61.885245901639344
39,62.09016393442623,,,,62.09016393442623
40,61.885245901639344,,,,61.885245901639344
41,61.98770491803279,,,,61.98770491803279
42,61.98770491803279,,,,61.98770491803279
43,61.885245901639344,,,,61.885245901639344
44,62.19262295081968,,,,62.19262295081968
45,61.885245901639344,,,,61.885245901639344
46,62.19262295081968,,,,62.19262295081968
47,62.29508196721312,,,,62.29508196721312
48,62.09016393442623,,,,62.09016393442623
49,61.98770491803279,,,,61.98770491803279
50,61.68032786885246,,,,61.68032786885246
51,61.57786885245902,,,,61.57786885245902
52,62.19262295081968,,,,62.19262295081968
53,61.78278688524591,,,,61.78278688524591
54,61.885245901639344,,,,61.885245901639344
55,61.68032786885246,,,,61.68032786885246
56,61.78278688524591,,,,61.78278688524591
57,61.37295081967213,,,,61.37295081967213
58,61.47540983606557,,,,61.47540983606557
59,61.37295081967213,,,,61.37295081967213
60,61.47540983606557,,,,61.47540983606557
61,61.78278688524591,,,,61.78278688524591
62,61.57786885245902,,,,61.57786885245902
63,61.37295081967213,,,,61.37295081967213
64,61.47540983606557,,,,61.47540983606557
65,61.47540983606557,,,,61.47540983606557
66,61.47540983606557,,,,61.47540983606557
67,61.47540983606557,,,,61.47540983606557
68,61.37295081967213,,,,61.37295081967213
69,61.16803278688525,,,,61.16803278688525
70,61.47540983606557,,,,61.47540983606557
71,61.78278688524591,,,,61.78278688524591
72,61.68032786885246,,,,61.68032786885246
73,61.68032786885246,,,,61.68032786885246
74,61.98770491803279,,,,61.98770491803279
75,62.29508196721312,,,,62.29508196721312
76,62.5,,,,62.5
77,62.704918032786885,,,,62.704918032786885
78,62.5,,,,62.5
79,62.60245901639344,,,,62.60245901639344
80,62.60245901639344,,,,62.60245901639344
81,62.80737704918032,,,,62.80737704918032
82,62.90983606557377,,,,62.90983606557377
83,62.60245901639344,,,,62.60245901639344
84,62.704918032786885,,,,62.704918032786885
85,62.80737704918032,,,,62.80737704918032
86,63.01229508196721,,,,63.01229508196721
87,63.114754098360656,,,,63.114754098360656
88,63.01229508196721,,,,63.01229508196721
89,63.01229508196721,,,,63.01229508196721
90,63.01229508196721,,,,63.01229508196721
91,63.01229508196721,,,,63.01229508196721
92,63.01229508196721,,,,63.01229508196721
93,62.90983606557377,,,,62.90983606557377
94,62.90983606557377,,,,62.90983606557377
95,62.704918032786885,,,,62.704918032786885
96,62.90983606557377,,,,62.90983606557377
97,62.90983606557377,,,,62.90983606557377
98,62.80737704918032,,,,62.80737704918032
99,62.80737704918032,,,,62.80737704918032
100,62.704918032786885,,,,62.704918032786885
101,62.80737704918032,,,,62.80737704918032
102,62.5,,,,62.5
103,62.704918032786885,,,,62.704918032786885
104,62.704918032786885,,,,62.704918032786885
105,62.60245901639344,,,,62.60245901639344
106,62.60245901639344,,,,62.60245901639344
107,62.5,,,,62.5
108,62.704918032786885,,,,62.704918032786885
109,62.80737704918032,,,,62.80737704918032
110,62.90983606557377,,,,62.90983606557377
111,62.60245901639344,,,,62.60245901639344
112,63.01229508196721,,,,63.01229508196721
113,63.217213114754095,,,,63.217213114754095
114,63.01229508196721,,,,63.01229508196721
115,62.90983606557377,,,,62.90983606557377
116,63.114754098360656,,,,63.114754098360656
117,62.704918032786885,,,,62.704918032786885
118,62.704918032786885,,,,62.704918032786885
119,62.60245901639344,,,,62.60245901639344
120,62.704918032786885,,,,62.704918032786885
121,62.704918032786885,,,,62.704918032786885
122,62.80737704918032,,,,62.80737704918032
123,62.80737704918032,,,,62.80737704918032
124,62.90983606557377,,,,62.90983606557377
125,62.704918032786885,,,,62.704918032786885
126,62.60245901639344,,,,62.60245901639344
127,62.704918032786885,,,,62.704918032786885
128,62.80737704918032,,,,62.80737704918032
129,62.39754098360656,,,,62.39754098360656
130,62.5,,,,62.5
131,62.704918032786885,,,,62.704918032786885
132,62.39754098360656,,,,62.39754098360656
133,62.19262295081968,,,,62.19262295081968
134,62.09016393442623,,,,62.09016393442623
135,61.98770491803279,,,,61.98770491803279
136,61.885245901639344,,,,61.885245901639344
137,61.98770491803279,,,,61.98770491803279
138,62.19262295081968,,,,62.19262295081968
139,62.09016393442623,,,,62.09016393442623
140,61.98770491803279,,,,61.98770491803279
141,61.57786885245902,,,,61.57786885245902
142,61.68032786885246,,,,61.68032786885246
143,61.885245901639344,,,,61.885245901639344
144,61.68032786885246,,,,61.68032786885246
145,61.885245901639344,,,,61.885245901639344
146,61.98770491803279,,,,61.98770491803279
147,61.98770491803279,,,,61.98770491803279
148,61.98770491803279,,,,61.98770491803279
149,62.09016393442623,,,,62.09016393442623
150,61.98770491803279,,,,61.98770491803279
151,61.885245901639344,,,,61.885245901639344
152,61.98770491803279,,,,61.98770491803279
153,61.98770491803279,,,,61.98770491803279
154,62.09016393442623,,,,62.09016393442623
155,62.09016393442623,,,,62.09016393442623
156,61.885245901639344,,,,61.885245901639344
157,61.98770491803279,,,,61.98770491803279
158,62.19262295081968,,,,62.19262295081968
159,62.19262295081968,,,,62.19262295081968
160,61.885245901639344,,,,61.885245901639344
161,61.885245901639344,,,,61.885245901639344
162,61.98770491803279,,,,61.98770491803279
163,62.09016393442623,,,,62.09016393442623
164,61.885245901639344,,,,61.885245901639344
165,61.885245901639344,,,,61.885245901639344
166,61.57786885245902,,,,61.57786885245902
167,61.885245901639344,,,,61.885245901639344
168,61.68032786885246,,,,61.68032786885246
169,62.09016393442623,,,,62.09016393442623
170,62.19262295081968,,,,62.19262295081968
171,62.09016393442623,,,,62.09016393442623
