,Domain 0,Domain 1,Domain 2,Domain 3,Mean
0,47.74590163934426,,,,47.74590163934426
1,48.66803278688525,,,,48.66803278688525
2,49.2827868852459,,,,49.2827868852459
3,49.07786885245902,,,,49.07786885245902
4,49.18032786885246,,,,49.18032786885246
5,49.59016393442623,,,,49.59016393442623
6,49.79508196721312,,,,49.79508196721312
7,50.614754098360656,,,,50.614754098360656
8,50.51229508196722,,,,50.51229508196722
9,50.92213114754098,,,,50.92213114754098
10,50.92213114754098,,,,50.92213114754098
11,50.92213114754098,,,,50.92213114754098
12,51.434426229508205,,,,51.434426229508205
13,51.63934426229508,,,,51.63934426229508
14,51.84426229508197,,,,51.84426229508197
15,51.84426229508197,,,,51.84426229508197
16,52.15163934426229,,,,52.15163934426229
17,51.94672131147541,,,,51.94672131147541
18,51.94672131147541,,,,51.94672131147541
19,52.459016393442624,,,,52.459016393442624
20,52.35655737704919,,,,52.35655737704919
21,52.86885245901639,,,,52.86885245901639
22,52.97131147540984,,,,52.97131147540984
23,53.38114754098361,,,,53.38114754098361
24,53.58606557377049,,,,53.58606557377049
25,53.995901639344254,,,,53.995901639344254
26,53.995901639344254,,,,53.995901639344254
27,54.09836065573771,,,,54.09836065573771
28,53.995901639344254,,,,53.995901639344254
29,54.20081967213115,,,,54.20081967213115
30,54.40573770491803,,,,54.40573770491803
31,54.20081967213115,,,,54.20081967213115
32,55.12295081967213,,,,55.12295081967213
33,54.91803278688525,,,,54.91803278688525
34,55.43032786885246,,,,55.43032786885246
35,55.5327868852459,,,,55.5327868852459
36,55.635245901639344,,,,55.635245901639344
37,56.14754098360656,,,,56.14754098360656
38,56.55737704918032,,,,56.55737704918032
39,56.76229508196722,,,,56.76229508196722
40,56.9672131147541,,,,56.9672131147541
41,56.76229508196722,,,,56.76229508196722
42,56.9672131147541,,,,56.9672131147541
43,57.17213114754098,,,,57.17213114754098
44,56.9672131147541,,,,56.9672131147541
45,57.06967213114754,,,,57.06967213114754
46,57.17213114754098,,,,57.17213114754098
47,57.377049180327866,,,,57.377049180327866
48,57.58196721311475,,,,57.58196721311475
49,58.19672131147541,,,,58.19672131147541
50,58.09426229508197,,,,58.09426229508197
51,58.09426229508197,,,,58.09426229508197
52,58.19672131147541,,,,58.19672131147541
53,58.29918032786885,,,,58.29918032786885
54,58.709016393442624,,,,58.709016393442624
55,58.709016393442624,,,,58.709016393442624
56,58.709016393442624,,,,58.709016393442624
57,58.91393442622951,,,,58.91393442622951
58,58.91393442622951,,,,58.91393442622951
59,59.01639344262295,,,,59.01639344262295
60,59.22131147540984,,,,59.22131147540984
61,59.42622950819673,,,,59.42622950819673
62,59.42622950819673,,,,59.42622950819673
63,59.32377049180327,,,,59.32377049180327
64,59.22131147540984,,,,59.22131147540984
65,59.42622950819673,,,,59.42622950819673
66,59.528688524590166,,,,59.528688524590166
67,59.22131147540984,,,,59.22131147540984
68,59.42622950819673,,,,59.42622950819673
69,59.42622950819673,,,,59.42622950819673
70,59.528688524590166,,,,59.528688524590166
71,59.93852459016394,,,,59.93852459016394
72,60.143442622950815,,,,60.143442622950815
73,59.73360655737705,,,,59.73360655737705
74,60.143442622950815,,,,60.143442622950815
75,60.040983606557376,,,,60.040983606557376
76,60.34836065573771,,,,60.34836065573771
77,60.245901639344254,,,,60.245901639344254
78,60.245901639344254,,,,60.245901639344254
79,60.75819672131148,,,,60.75819672131148
80,60.55327868852459,,,,60.55327868852459
81,60.75819672131148,,,,60.75819672131148
82,60.55327868852459,,,,60.55327868852459
83,60.34836065573771,,,,60.34836065573771
84,60.75819672131148,,,,60.75819672131148
85,60.86065573770492,,,,60.86065573770492
86,60.75819672131148,,,,60.75819672131148
87,60.55327868852459,,,,60.55327868852459
88,60.96311475409836,,,,60.96311475409836
89,61.270491803278695,,,,61.270491803278695
90,61.37295081967213,,,,61.37295081967213
91,61.47540983606557,,,,61.47540983606557
92,61.270491803278695,,,,61.270491803278695
93,61.37295081967213,,,,61.37295081967213
94,61.47540983606557,,,,61.47540983606557
95,61.885245901639344,,,,61.885245901639344
96,62.19262295081968,,,,62.19262295081968
97,62.39754098360656,,,,62.39754098360656
98,62.5,,,,62.5
99,62.29508196721312,,,,62.29508196721312
100,62.29508196721312,,,,62.29508196721312
101,62.29508196721312,,,,62.29508196721312
102,62.29508196721312,,,,62.29508196721312
103,62.19262295081968,,,,62.19262295081968
104,62.29508196721312,,,,62.29508196721312
105,62.29508196721312,,,,62.29508196721312
106,62.704918032786885,,,,62.704918032786885
107,62.60245901639344,,,,62.60245901639344
108,62.39754098360656,,,,62.39754098360656
109,62.5,,,,62.5
110,62.704918032786885,,,,62.704918032786885
111,62.80737704918032,,,,62.80737704918032
112,62.80737704918032,,,,62.80737704918032
113,62.90983606557376,,,,62.90983606557376
114,62.80737704918032,,,,62.80737704918032
115,62.80737704918032,,,,62.80737704918032
116,62.5,,,,62.5
117,62.29508196721312,,,,62.29508196721312
118,62.80737704918032,,,,62.80737704918032
119,62.90983606557376,,,,62.90983606557376
120,63.01229508196722,,,,63.01229508196722
121,63.114754098360656,,,,63.114754098360656
122,63.01229508196722,,,,63.01229508196722
123,62.80737704918032,,,,62.80737704918032
124,62.80737704918032,,,,62.80737704918032
125,63.01229508196722,,,,63.01229508196722
126,62.90983606557376,,,,62.90983606557376
127,62.60245901639344,,,,62.60245901639344
128,63.627049180327866,,,,63.627049180327866
129,63.729508196721305,,,,63.729508196721305
130,63.627049180327866,,,,63.627049180327866
131,63.627049180327866,,,,63.627049180327866
132,63.934426229508205,,,,63.934426229508205
133,64.03688524590164,,,,64.03688524590164
134,64.13934426229508,,,,64.13934426229508
135,64.13934426229508,,,,64.13934426229508
136,63.934426229508205,,,,63.934426229508205
137,63.934426229508205,,,,63.934426229508205
138,64.13934426229508,,,,64.13934426229508
139,64.03688524590164,,,,64.03688524590164
140,63.934426229508205,,,,63.934426229508205
141,64.24180327868852,,,,64.24180327868852
142,64.13934426229508,,,,64.13934426229508
143,64.13934426229508,,,,64.13934426229508
144,64.44672131147541,,,,64.44672131147541
145,64.44672131147541,,,,64.44672131147541
146,64.54918032786885,,,,64.54918032786885
147,64.34426229508196,,,,64.34426229508196
148,64.54918032786885,,,,64.54918032786885
149,64.54918032786885,,,,64.54918032786885
150,64.65163934426229,,,,64.65163934426229
151,64.44672131147541,,,,64.44672131147541
152,64.34426229508196,,,,64.34426229508196
153,64.54918032786885,,,,64.54918032786885
154,64.65163934426229,,,,64.65163934426229
155,64.54918032786885,,,,64.54918032786885
156,64.65163934426229,,,,64.65163934426229
157,64.34426229508196,,,,64.34426229508196
158,64.34426229508196,,,,64.34426229508196
159,64.24180327868852,,,,64.24180327868852
160,64.34426229508196,,,,64.34426229508196
161,64.34426229508196,,,,64.34426229508196
162,64.24180327868852,,,,64.24180327868852
163,63.934426229508205,,,,63.934426229508205
164,63.934426229508205,,,,63.934426229508205
165,63.934426229508205,,,,63.934426229508205
166,63.934426229508205,,,,63.934426229508205
167,63.934426229508205,,,,63.934426229508205
168,63.934426229508205,,,,63.934426229508205
169,63.52459016393443,,,,63.52459016393443
170,63.729508196721305,,,,63.729508196721305
171,63.729508196721305,,,,63.729508196721305
172,63.83196721311475,,,,63.83196721311475
173,63.83196721311475,,,,63.83196721311475
174,63.627049180327866,,,,63.627049180327866
175,63.627049180327866,,,,63.627049180327866
176,63.52459016393443,,,,63.52459016393443
177,63.42213114754098,,,,63.42213114754098
178,63.52459016393443,,,,63.52459016393443
179,63.42213114754098,,,,63.42213114754098
180,63.52459016393443,,,,63.52459016393443
181,63.52459016393443,,,,63.52459016393443
182,63.31967213114754,,,,63.31967213114754
183,63.31967213114754,,,,63.31967213114754
184,63.52459016393443,,,,63.52459016393443
185,63.31967213114754,,,,63.31967213114754
186,63.2172131147541,,,,63.2172131147541
187,63.2172131147541,,,,63.2172131147541
188,63.42213114754098,,,,63.42213114754098
189,63.42213114754098,,,,63.42213114754098
190,63.627049180327866,,,,63.627049180327866
191,63.627049180327866,,,,63.627049180327866
192,63.729508196721305,,,,63.729508196721305
193,63.52459016393443,,,,63.52459016393443
194,63.627049180327866,,,,63.627049180327866
195,63.31967213114754,,,,63.31967213114754
196,63.729508196721305,,,,63.729508196721305
197,63.42213114754098,,,,63.42213114754098
198,63.42213114754098,,,,63.42213114754098
199,63.42213114754098,,,,63.42213114754098
200,63.42213114754098,,,,63.42213114754098
201,63.42213114754098,,,,63.42213114754098
202,63.42213114754098,,,,63.42213114754098
203,63.31967213114754,,,,63.31967213114754
204,63.42213114754098,,,,63.42213114754098
205,63.42213114754098,,,,63.42213114754098
206,63.42213114754098,,,,63.42213114754098
207,63.627049180327866,,,,63.627049180327866
208,63.627049180327866,,,,63.627049180327866
209,63.42213114754098,,,,63.42213114754098
210,63.627049180327866,,,,63.627049180327866
211,63.729508196721305,,,,63.729508196721305
212,63.729508196721305,,,,63.729508196721305
213,63.52459016393443,,,,63.52459016393443
214,63.52459016393443,,,,63.52459016393443
215,63.627049180327866,,,,63.627049180327866
216,63.729508196721305,,,,63.729508196721305
217,63.627049180327866,,,,63.627049180327866
218,63.729508196721305,,,,63.729508196721305
219,63.83196721311475,,,,63.83196721311475
220,63.627049180327866,,,,63.627049180327866
221,63.52459016393443,,,,63.52459016393443
222,63.42213114754098,,,,63.42213114754098
223,63.627049180327866,,,,63.627049180327866
224,63.729508196721305,,,,63.729508196721305
225,63.729508196721305,,,,63.729508196721305
226,63.83196721311475,,,,63.83196721311475
227,63.52459016393443,,,,63.52459016393443
228,63.42213114754098,,,,63.42213114754098
229,63.627049180327866,,,,63.627049180327866
230,63.52459016393443,,,,63.52459016393443
231,63.934426229508205,,,,63.934426229508205
232,64.03688524590164,,,,64.03688524590164
233,64.03688524590164,,,,64.03688524590164
234,64.13934426229508,,,,64.13934426229508
235,64.24180327868852,,,,64.24180327868852
236,64.13934426229508,,,,64.13934426229508
237,63.83196721311475,,,,63.83196721311475
238,63.83196721311475,,,,63.83196721311475
239,63.934426229508205,,,,63.934426229508205
240,63.83196721311475,,,,63.83196721311475
