Unnamed: 0,Price
1987-05-15,18.579999999999995
1987-05-22,18.54
1987-05-29,18.599999999999994
1987-06-05,18.700000000000006
1987-06-12,18.75
1987-06-19,19.01
1987-06-26,18.910000000000004
1987-07-03,19.160000000000004
1987-07-10,19.57
1987-07-17,20.200000000000006
1987-07-24,20.19
1987-07-31,19.86
1987-08-07,20.160000000000007
1987-08-14,19.41
1987-08-21,18.5
1987-08-28,17.919999999999995
1987-09-04,18.35
1987-09-11,17.93
1987-09-18,18.389999999999997
1987-09-25,18.5
1987-10-02,18.56
1987-10-09,18.639999999999983
1987-10-16,18.69
1987-10-23,18.98
1987-10-30,18.79
1987-11-06,18.150000000000013
1987-11-13,17.740000000000006
1987-11-20,17.46999999999999
1987-11-27,17.779999999999994
1987-12-04,17.800000000000004
1987-12-11,17.609999999999996
1987-12-18,15.910000000000002
1987-12-25,16.609999999999992
1988-01-01,17.459999999999994
1988-01-08,17.449999999999996
1988-01-15,16.44
1988-01-22,16.910000000000007
1988-01-29,16.239999999999995
1988-02-05,16.14
1988-02-12,16.179999999999993
1988-02-19,15.639999999999995
1988-02-26,15.160000000000004
1988-03-04,14.14
1988-03-11,14.21
1988-03-18,14.479999999999997
1988-03-25,15.379999999999995
1988-04-01,15.630000000000004
1988-04-08,15.489999999999998
1988-04-15,16.549999999999994
1988-04-22,17.090000000000007
1988-04-29,17.039999999999996
1988-05-06,16.160000000000004
1988-05-13,16.449999999999996
1988-05-20,16.459999999999994
1988-05-27,16.23
1988-06-03,16.309999999999995
1988-06-10,16.179999999999993
1988-06-17,15.599999999999996
1988-06-24,15.089999999999993
1988-07-01,14.49
1988-07-08,14.619999999999996
1988-07-15,14.219999999999995
1988-07-22,15.370000000000005
1988-07-29,15.619999999999996
1988-08-05,15.060000000000002
1988-08-12,15.219999999999995
1988-08-19,14.809999999999992
1988-08-26,14.759999999999994
1988-09-02,14.300000000000004
1988-09-09,13.350000000000003
1988-09-16,13.350000000000003
1988-09-23,13.089999999999996
1988-09-30,12.569999999999991
1988-10-07,11.42
1988-10-14,12.55
1988-10-21,13.36
1988-10-28,12.259999999999994
1988-11-04,12.48
1988-11-11,12.819999999999997
1988-11-18,12.569999999999991
1988-11-25,13.299999999999995
1988-12-02,14.610000000000005
1988-12-09,14.759999999999994
1988-12-16,15.379999999999995
1988-12-23,15.309999999999995
1988-12-30,16.11999999999999
1989-01-06,16.589999999999996
1989-01-13,16.979999999999997
1989-01-20,17.899999999999988
1989-01-27,17.330000000000005
1989-02-03,16.670000000000005
1989-02-10,16.570000000000007
1989-02-17,16.879999999999995
1989-02-24,17.139999999999993
1989-03-03,17.439999999999998
1989-03-10,17.650000000000006
1989-03-17,18.809999999999995
1989-03-24,19.59
1989-03-31,19.910000000000004
1989-04-07,19.559999999999995
1989-04-14,19.8
1989-04-21,21.09
1989-04-28,20.84
1989-05-05,19.279999999999998
1989-05-12,19.04
1989-05-19,18.9
1989-05-26,17.82
1989-06-02,18.05
1989-06-09,18.189999999999998
1989-06-16,16.899999999999995
1989-06-23,17.24
1989-06-30,18.18
1989-07-07,18.38000000000001
1989-07-14,17.720000000000006
1989-07-21,17.95
1989-07-28,16.7
1989-08-04,16.239999999999995
1989-08-11,16.540000000000006
1989-08-18,16.930000000000007
1989-08-25,17.02
1989-09-01,17.15
1989-09-08,17.659999999999993
1989-09-15,17.939999999999987
1989-09-22,17.829999999999995
1989-09-29,17.720000000000006
1989-10-06,18.590000000000003
1989-10-13,18.9
1989-10-20,19.37
1989-10-27,18.75
1989-11-03,19.07
1989-11-10,18.93
1989-11-17,18.72
1989-11-24,18.590000000000003
1989-12-01,18.40999999999999
1989-12-08,19.24
1989-12-15,19.62
1989-12-22,20.22
1989-12-29,20.930000000000003
1990-01-05,22.370000000000005
1990-01-12,21.67
1990-01-19,21.05
1990-01-26,20.49
1990-02-02,20.65
1990-02-09,20.26
1990-02-16,19.82
1990-02-23,19.45
1990-03-02,19.17
1990-03-09,18.94
1990-03-16,18.40999999999999
1990-03-23,17.810000000000006
1990-03-30,18.040000000000006
1990-04-06,17.800000000000004
1990-04-13,15.889999999999995
1990-04-20,15.88
1990-04-27,16.64999999999999
1990-05-04,16.169999999999998
1990-05-11,16.340000000000007
1990-05-18,17.24
1990-05-25,16.11999999999999
1990-06-01,15.550000000000002
1990-06-08,14.93
1990-06-15,15.009999999999994
1990-06-22,14.899999999999997
1990-06-29,15.519999999999992
1990-07-06,15.39
1990-07-13,15.829999999999991
1990-07-20,17.769999999999996
1990-07-27,18.910000000000004
1990-08-03,20.899999999999995
1990-08-10,26.39999999999999
1990-08-17,27.18
1990-08-24,30.480000000000004
1990-08-31,27.64999999999999
1990-09-07,31.09000000000001
1990-09-14,32.00999999999999
1990-09-21,35.71000000000001
1990-09-28,40.790000000000006
1990-10-05,37.63999999999998
1990-10-12,40.27000000000001
1990-10-19,36.28
1990-10-26,30.629999999999992
1990-11-02,35.029999999999994
1990-11-09,34.12999999999998
1990-11-16,32.23999999999999
1990-11-23,31.00999999999999
1990-11-30,33.98
1990-12-07,29.719999999999995
1990-12-14,28.06000000000001
1990-12-21,27.67
1990-12-28,27.47
1991-01-04,26.07000000000001
1991-01-11,25.33000000000001
1991-01-18,25.860000000000007
1991-01-25,20.769999999999992
1991-02-01,20.719999999999995
1991-02-08,20.629999999999985
1991-02-15,20.439999999999998
1991-02-22,18.13
1991-03-01,18.66
1991-03-08,19.77000000000001
1991-03-15,19.279999999999998
1991-03-22,18.800000000000004
1991-03-29,18.28
1991-04-05,17.95
1991-04-12,19.17
1991-04-19,19.709999999999997
1991-04-26,19.629999999999992
1991-05-03,19.719999999999995
1991-05-10,19.809999999999988
1991-05-17,18.9
1991-05-24,18.81999999999999
1991-05-31,18.870000000000008
1991-06-07,18.55000000000001
1991-06-14,17.859999999999996
1991-06-21,18.06000000000001
1991-06-28,18.2
1991-07-05,18.55000000000001
1991-07-12,19.24
1991-07-19,20.02
1991-07-26,19.660000000000007
1991-08-02,19.57
1991-08-09,19.52
1991-08-16,19.389999999999983
