Unnamed: 0,Close
0,429.700012
1,419.899994
2,412.0
3,414.0
4,415.0
5,413.0
6,417.399994
7,419.899994
8,425.399994
10,430.700012
11,443.200012
12,442.5
13,445.5
14,455.5
15,461.399994
16,447.5
17,445.600006
18,453.799988
19,455.0
20,452.899994
21,466.200012
22,474.799988
23,479.0
24,474.299988
25,498.5
26,529.599976
27,517.900024
28,526.400024
29,517.200012
30,530.5
31,542.400024
32,529.400024
33,503.200012
35,510.0
36,471.899994
37,468.0
38,452.100006
39,465.100006
40,471.700012
41,467.200012
42,452.5
43,463.5
44,464.100006
45,469.0
46,468.200012
47,468.5
48,470.700012
49,477.0
50,478.100006
51,478.299988
52,481.700012
53,484.799988
54,487.200012
55,491.600006
56,493.799988
57,478.600006
58,479.899994
59,475.5
60,479.299988
61,474.700012
62,479.0
63,496.399994
64,498.700012
65,518.0
66,511.399994
67,498.5
68,472.899994
69,485.600006
70,493.100006
71,494.299988
72,499.799988
73,512.599976
74,505.100006
75,508.299988
76,506.799988
77,497.799988
79,565.299988
80,775.0
81,438.100006
82,462.100006
83,500.0
84,498.299988
85,483.200012
86,471.899994
87,480.200012
88,473.399994
89,475.0
90,479.399994
91,486.0
92,486.0
93,484.799988
94,479.0
95,483.5
96,486.899994
97,505.799988
98,524.400024
99,530.700012
100,541.5
101,548.799988
102,535.400024
103,539.400024
105,545.900024
106,539.400024
107,539.400024
108,552.299988
109,558.299988
110,553.099976
111,534.299988
112,539.900024
113,537.799988
114,544.0
115,541.099976
116,530.0
117,529.299988
118,534.099976
119,548.5
120,562.299988
121,556.099976
122,562.099976
123,551.099976
124,565.400024
125,556.5
126,573.5
127,567.700012
128,565.5
131,541.400024
132,564.0
133,569.799988
134,570.700012
135,568.0
136,561.799988
137,564.700012
138,575.700012
139,590.5
140,586.900024
141,585.700012
142,583.099976
143,582.200012
144,577.900024
145,570.599976
146,560.400024
147,563.799988
148,565.700012
149,580.0
150,591.900024
151,604.200012
152,563.5
153,572.799988
154,564.200012
155,577.599976
156,572.299988
157,581.799988
158,566.400024
159,564.0
160,572.200012
161,572.0
162,566.599976
163,564.799988
164,571.599976
165,571.299988
166,571.400024
167,573.900024
168,580.700012
169,586.599976
170,593.900024
171,591.400024
172,586.700012
173,595.299988
175,601.299988
176,611.099976
177,606.5
178,612.099976
179,607.5
180,606.200012
181,596.0
182,585.799988
183,592.0
184,592.799988
185,591.700012
186,588.799988
187,585.200012
188,584.5
189,580.599976
190,568.0
191,569.700012
192,578.700012
193,578.799988
194,579.5
195,580.700012
196,582.0
197,590.299988
198,585.799988
199,587.299988
200,592.5
201,593.0
202,591.799988
203,591.299988
204,582.299988
205,581.900024
206,587.099976
207,602.900024
208,601.5
209,593.599976
210,582.700012
211,588.299988
212,586.900024
213,566.099976
214,569.200012
215,578.099976
216,578.400024
217,594.799988
218,590.299988
219,584.599976
220,592.700012
221,592.299988
222,595.099976
223,592.599976
224,585.799988
225,589.400024
226,585.5
227,578.700012
228,585.5
229,589.0
230,583.799988
231,583.299988
234,595.5
235,599.700012
236,600.599976
237,605.900024
238,612.0
239,622.099976
240,607.400024
241,605.400024
242,612.599976
243,607.900024
244,614.099976
245,619.599976
246,610.200012
247,618.200012
248,610.700012
249,604.0
250,603.299988
251,608.200012
252,616.0
253,610.099976
255,611.900024
256,614.5
257,617.0
258,609.599976
260,609.900024
261,619.400024
262,626.900024
263,620.700012
264,634.5
265,636.0
266,641.099976
267,628.0
268,635.099976
270,631.599976
271,625.5
272,609.599976
273,617.799988
274,621.799988
275,620.799988
276,605.599976
277,616.0
278,612.099976
279,598.400024
280,601.599976
281,601.099976
282,597.400024
283,597.0
284,603.700012
285,606.0
286,603.0
287,593.299988
288,593.5
289,590.099976
290,593.700012
291,592.400024
292,595.099976
293,600.099976
295,603.799988
296,604.0
297,598.700012
298,598.5
299,604.299988
300,612.900024
301,610.0
302,598.599976
303,581.099976
304,576.900024
305,582.0
306,591.0
307,599.400024
308,593.299988
309,585.0
310,582.0
311,584.599976
312,580.400024
313,580.400024
314,577.700012
315,573.799988
316,579.0
317,569.099976
318,566.799988
319,572.099976
320,576.200012
321,570.5
322,558.0
323,555.0
324,553.0
325,574.900024
326,584.0
327,577.0
328,576.0
329,579.099976
330,579.900024
331,593.400024
332,597.299988
334,624.900024
335,624.900024
336,627.0
337,627.5
338,628.400024
339,622.200012
340,615.900024
341,610.0
342,593.599976
343,593.099976
344,595.0
345,601.0
346,613.299988
347,631.299988
348,619.0
349,611.0
350,604.799988
351,611.700012
352,607.5
353,607.799988
354,606.5
355,610.0
356,612.099976
357,615.200012
358,617.0
359,620.0
360,616.5
361,614.099976
362,619.0
363,622.0
365,619.299988
366,613.099976
367,603.099976
368,588.799988
369,591.900024
370,583.099976
371,583.0
372,588.299988
373,593.599976
374,585.200012
375,578.700012
